"year","prefecture","population","child_population","working_age_population","elderly_population","births","total_fertility_rate","deaths","marriages","migration_in","migration_out","nursery_facilities","nursery_capacity","nursery_children","waiting_children","childcare_workers","avg_temperature","annual_rainfall","household_consumption","residential_land_price","commercial_land_price","child_share","working_age_share","elderly_share","births_per_1000","marriages_per_1000","deaths_per_1000","migration_in_per_1000","migration_out_per_1000","net_migration","net_migration_per_1000","waiting_children_per_1000_nursery_children","childcare_workers_per_1000_nursery_children"
2023,"広島県",2738000,331000,1582000,825000,16682,1.33,35563,10083,40561,47957,530,52991,42963,3,7333,17.5,1460.5,305373,59400,228600,0.120891161431702,0.577794010226443,0.301314828341855,6.0927684441198,3.68261504747991,12.9886778670562,14.8140978816654,17.5153396639883,-7396,-2.70124178232286,0.0698275260107534,170.681749412285
2022,"広島県",2760000,340000,1594000,826000,17903,1.4,34940,10883,41546,47590,698,71714,60603,8,8031,17.1,1212.5,291402,58400,219200,0.123188405797101,0.577536231884058,0.299275362318841,6.48659420289855,3.94311594202899,12.6594202898551,15.0528985507246,17.2427536231884,-6044,-2.18985507246377,0.13200666633665,132.518192168705
2021,"広島県",2780000,347000,1605000,827000,18636,1.42,31774,11116,42067,47430,689,71613,64330,14,7779,17.1,2267,284423,57400,212000,0.124820143884892,0.577338129496403,0.297482014388489,6.70359712230216,3.99856115107914,11.4294964028777,15.1320143884892,17.0611510791367,-5363,-1.92913669064748,0.217627856365615,120.923363904866
2020,"広島県",2799702,352678,1580054,811931,19606,1.48,30244,11765,42389,46568,685,69502,61549,39,7843,17.1,2026.5,287257,57000,209200,0.125969835361049,0.564365064567586,0.29000622209078,7.00288816452608,4.2022329519356,10.8025782744021,15.1405399574669,16.6331988190172,-4179,-1.49265886155026,0.633641488895027,127.426928138556
2019,"広島県",2813000,358000,1623000,823000,20034,1.49,31237,13185,43984,49302,680,70020,65231,128,8388,17.2,1381.5,308614,56400,204300,0.127266263775329,0.576964095271952,0.292570209740491,7.12193387842161,4.68716672591539,11.1045147529328,15.6359758265197,17.5264841805901,-5318,-1.89050835407039,1.96225720899572,128.589167727001
2018,"広島県",2824000,364000,1636000,817000,21363,1.55,31346,12613,44916,48453,672,72683,66190,207,7797,16.8,1878.5,282307,54800,191400,0.128895184135977,0.579320113314448,0.289305949008499,7.56480169971671,4.4663597733711,11.0998583569405,15.9050991501416,17.1575779036827,-3537,-1.25247875354108,3.12736062849373,117.79725033993
