"year","prefecture","population","child_population","working_age_population","elderly_population","births","total_fertility_rate","deaths","marriages","migration_in","migration_out","nursery_facilities","nursery_capacity","nursery_children","waiting_children","childcare_workers","avg_temperature","annual_rainfall","household_consumption","residential_land_price","commercial_land_price","child_share","working_age_share","elderly_share","births_per_1000","marriages_per_1000","deaths_per_1000","migration_in_per_1000","migration_out_per_1000","net_migration","net_migration_per_1000","waiting_children_per_1000_nursery_children","childcare_workers_per_1000_nursery_children"
2023,"和歌山県",892000,99000,488000,305000,4901,1.33,14535,2944,10787,13316,141,17320,13771,39,2088,17.8,1268,259437,35400,82400,0.110986547085202,0.547085201793722,0.341928251121076,5.49439461883408,3.30044843049327,16.2948430493274,12.0930493273543,14.9282511210762,-2529,-2.83520179372197,2.83203834144216,151.62297581875
2022,"和歌山県",903000,101000,495000,307000,5238,1.39,14308,3193,11077,13431,192,23395,19912,30,2056,17.3,1006.5,263910,35700,82900,0.111849390919158,0.548172757475083,0.339977851605759,5.80066445182724,3.5359911406423,15.8449612403101,12.2668881506091,14.8737541528239,-2354,-2.60686600221484,1.5066291683407,103.254319003616
2021,"和歌山県",914000,104000,502000,308000,5514,1.43,12930,3264,10970,13121,194,23346,19200,30,2010,17.4,1725,225703,35800,83300,0.113785557986871,0.549234135667396,0.336980306345733,6.0328227571116,3.57111597374179,14.1466083150985,12.0021881838074,14.355579868709,-2151,-2.35339168490153,1.5625,104.6875
2020,"和歌山県",922584,105360,503704,305500,5732,1.43,12610,3527,10631,13808,197,23397,19765,35,2047,17.5,1657.5,245467,36200,83300,0.114200983325096,0.545970881784206,0.331135159508511,6.21298440033645,3.82295812630611,13.6681321158832,11.5230699860392,14.9666588624992,-3177,-3.44358887646003,1.77080698203896,103.566911206678
2019,"和歌山県",931000,107000,511000,306000,5869,1.46,12837,3860,10499,14367,201,23833,18952,54,2367,17.4,1625.5,242191,36400,83800,0.114930182599356,0.548872180451128,0.328678839957035,6.30397422126745,4.14607948442535,13.7883995703545,11.2771213748657,15.4317937701396,-3868,-4.1546723952739,2.84930350358801,124.894470240608
2018,"和歌山県",940000,109000,520000,306000,6070,1.48,13062,3785,10810,14391,202,23191,18634,16,2349,17.3,1950.5,224853,35400,83800,0.115957446808511,0.553191489361702,0.325531914893617,6.45744680851064,4.02659574468085,13.8957446808511,11.5,15.3095744680851,-3581,-3.80957446808511,0.85864548674466,126.0598905227
