"year","prefecture","population","child_population","working_age_population","elderly_population","births","total_fertility_rate","deaths","marriages","migration_in","migration_out","nursery_facilities","nursery_capacity","nursery_children","waiting_children","childcare_workers","avg_temperature","annual_rainfall","household_consumption","residential_land_price","commercial_land_price","child_share","working_age_share","elderly_share","births_per_1000","marriages_per_1000","deaths_per_1000","migration_in_per_1000","migration_out_per_1000","net_migration","net_migration_per_1000","waiting_children_per_1000_nursery_children","childcare_workers_per_1000_nursery_children"
2023,"徳島県",695000,74000,376000,246000,3903,1.36,11263,2277,8397,10744,149,11327,9281,3,1965,17.6,1761,301013,29000,56700,0.106474820143885,0.541007194244604,0.353956834532374,5.6158273381295,3.27625899280576,16.2057553956835,12.0820143884892,15.4589928057554,-2347,-3.37697841726619,0.323241030061416,211.722874690227
2022,"徳島県",704000,75000,382000,246000,4148,1.42,10968,2375,8906,10789,213,18866,16038,0,2184,17.2,1150.5,283864,29100,57100,0.106534090909091,0.542613636363636,0.349431818181818,5.89204545454545,3.37357954545455,15.5795454545455,12.6505681818182,15.3252840909091,-1883,-2.67471590909091,0,136.176580621025
2021,"徳島県",712000,77000,388000,247000,4337,1.44,10465,2457,8820,10458,211,19120,16403,23,2176,17.3,1481.5,298531,29300,57700,0.10814606741573,0.544943820224719,0.346910112359551,6.09129213483146,3.45084269662921,14.6980337078652,12.3876404494382,14.688202247191,-1638,-2.30056179775281,1.40218252758642,132.658660001219
2020,"徳島県",719559,77129,375657,238346,4521,1.48,9886,2609,8579,10924,207,18319,16060,61,1992,17.5,1644,295661,29500,58500,0.107189264535639,0.522065598512422,0.331238994995546,6.28301501336235,3.62583193317018,13.7389706750941,11.9225803582472,15.1815209037758,-2345,-3.25894054552858,3.79825653798257,124.034869240349
2019,"徳島県",728000,81000,402000,245000,4554,1.46,10126,2878,8586,11549,208,18230,15735,73,2069,17.4,1543,278855,29700,59500,0.111263736263736,0.552197802197802,0.336538461538462,6.2554945054945,3.9532967032967,13.9093406593407,11.793956043956,15.864010989011,-2963,-4.07005494505495,4.63933905306641,131.49030823006
2018,"徳島県",736000,83000,410000,243000,4998,1.52,10011,2910,8829,11119,209,17952,16978,33,2315,17.1,1760,282732,29800,59800,0.112771739130435,0.557065217391304,0.330163043478261,6.79076086956522,3.95380434782609,13.601902173913,11.9959239130435,15.1073369565217,-2290,-3.11141304347826,1.94369183649429,136.352927317705
