"year","prefecture","population","child_population","working_age_population","elderly_population","births","total_fertility_rate","deaths","marriages","migration_in","migration_out","nursery_facilities","nursery_capacity","nursery_children","waiting_children","childcare_workers","avg_temperature","annual_rainfall","household_consumption","residential_land_price","commercial_land_price","child_share","working_age_share","elderly_share","births_per_1000","marriages_per_1000","deaths_per_1000","migration_in_per_1000","migration_out_per_1000","net_migration","net_migration_per_1000","waiting_children_per_1000_nursery_children","childcare_workers_per_1000_nursery_children"
2023,"群馬県",1902000,210000,1103000,589000,9950,1.25,26743,6220,26879,29093,258,26030,23243,0,3662,16.9,1063,283599,31400,71400,0.110410094637224,0.579915878023133,0.309674027339642,5.23133543638275,3.27024185068349,14.0604626708728,14.1319663512093,15.2960042060988,-2214,-1.16403785488959,0,157.552811599191
2022,"群馬県",1913000,216000,1108000,589000,10688,1.32,26589,6704,27362,29053,468,48029,45462,1,3524,15.7,1147.5,310407,31400,71200,0.112911657083116,0.57919498170413,0.307893361212755,5.58703606900157,3.50444328280188,13.8991113434396,14.3031887088343,15.1871406168322,-1691,-0.883951907997909,0.021996392591615,77.5152874928512
2021,"群馬県",1927000,221000,1117000,589000,11236,1.35,24304,6787,26973,27947,468,47847,45119,4,3473,15.7,1307.5,286646,31500,71400,0.114686040477426,0.579657498702647,0.305656460819927,5.8308251167618,3.52205500778412,12.6123508043591,13.9974052932019,14.5028541774779,-974,-0.505448884276077,0.0886544471287041,76.9742237194973
2020,"群馬県",1939110,224304,1096231,576729,11660,1.39,23286,7044,26611,28889,460,47408,46241,14,3719,15.8,1315.5,289142,31700,70900,0.115673685350496,0.565326876763051,0.29741943468911,6.01306785071502,3.63259433451429,12.0086018843696,13.7233060527768,14.8980717958239,-2278,-1.17476574304707,0.302761618477109,80.4264613654549
2019,"群馬県",1949000,232000,1131000,580000,11901,1.4,23254,8238,26218,30302,450,45308,44654,21,3944,15.7,1447.5,267624,30100,60700,0.119035402770652,0.580297588506927,0.297588506926629,6.10620831195485,4.2267829656234,11.9312467932273,13.4520266803489,15.5474602360185,-4084,-2.09543355566957,0.470282617458682,88.3235544408116
2018,"群馬県",1957000,237000,1141000,574000,12922,1.47,22937,8088,26542,29253,443,45679,43183,28,4020,16.1,1046.5,265873,30200,60100,0.121103730199285,0.583035258048033,0.29330608073582,6.60296371997956,4.13285641287685,11.7204905467552,13.5625958099131,14.947879407256,-2711,-1.38528359734287,0.648403306856865,93.0921890558785
