"year","prefecture","population","child_population","working_age_population","elderly_population","births","total_fertility_rate","deaths","marriages","migration_in","migration_out","nursery_facilities","nursery_capacity","nursery_children","waiting_children","childcare_workers","avg_temperature","annual_rainfall","household_consumption","residential_land_price","commercial_land_price","child_share","working_age_share","elderly_share","births_per_1000","marriages_per_1000","deaths_per_1000","migration_in_per_1000","migration_out_per_1000","net_migration","net_migration_per_1000","waiting_children_per_1000_nursery_children","childcare_workers_per_1000_nursery_children"
2023,"兵庫県",5370000,629000,3132000,1609000,32615,1.29,66171,19629,82910,89914,615,58210,52003,241,9012,18,1279.5,279880,110000,325300,0.117132216014898,0.583240223463687,0.299627560521415,6.07355679702048,3.65530726256983,12.3223463687151,15.43947858473,16.7437616387337,-7004,-1.30428305400372,4.63434801838356,173.297694363787
2022,"兵庫県",5402000,644000,3151000,1608000,33565,1.31,66541,20844,84235,90225,1113,108893,105663,311,8586,17.5,1160.5,298485,107300,325000,0.119215105516475,0.583302480562755,0.297667530544243,6.21343946686412,3.85857089966679,12.3178452425028,15.5932987782303,16.7021473528323,-5990,-1.108848574602,2.94331979974069,81.2583401947702
2021,"兵庫県",5432000,655000,3169000,1608000,35581,1.36,61980,20938,83089,89309,1090,106619,107185,769,9202,17.5,1637,287016,105900,321400,0.120581737849779,0.58339469808542,0.296023564064801,6.55025773195876,3.85456553755523,11.4101620029455,15.2962076583211,16.4412739322533,-6220,-1.14506627393225,7.17451135886551,85.8515650510799
2020,"兵庫県",5465002,660205,3075863,1546543,36953,1.39,58654,21964,83526,91049,1064,103958,103747,1528,8654,17.6,1614.5,268760,103100,327900,0.120805994215556,0.562829254225342,0.282990381339293,6.76175415855292,4.01902872130696,10.7326584692924,15.2838004450868,16.6603781663758,-7523,-1.37657772128903,14.7281367172063,83.4144601771618
2019,"兵庫県",5488000,674000,3202000,1591000,38043,1.41,57938,25109,85647,92907,1030,100210,100945,1569,9176,17.7,1177.5,271236,103100,314100,0.122813411078717,0.583454810495627,0.289905247813411,6.93203352769679,4.57525510204082,10.5572157434402,15.6062317784257,16.9291180758017,-7260,-1.32288629737609,15.543117539254,90.9009856852742
2018,"兵庫県",5501000,683000,3224000,1577000,39713,1.44,57452,24532,86414,92502,1007,96942,101033,1988,8944,17.4,2037.5,280999,102300,279900,0.124159243773859,0.58607525904381,0.286675149972732,7.2192328667515,4.45955280858026,10.4439192874023,15.7087802217779,16.815488093074,-6088,-1.10670787129613,19.6767392832045,88.5255312620629
