"year","prefecture","population","child_population","working_age_population","elderly_population","births","total_fertility_rate","deaths","marriages","migration_in","migration_out","nursery_facilities","nursery_capacity","nursery_children","waiting_children","childcare_workers","avg_temperature","annual_rainfall","household_consumption","residential_land_price","commercial_land_price","child_share","working_age_share","elderly_share","births_per_1000","marriages_per_1000","deaths_per_1000","migration_in_per_1000","migration_out_per_1000","net_migration","net_migration_per_1000","waiting_children_per_1000_nursery_children","childcare_workers_per_1000_nursery_children"
2023,"山梨県",796000,87000,456000,253000,4397,1.32,11267,2763,12998,13814,169,18119,12026,0,2139,16.4,946.5,297715,23300,44100,0.10929648241206,0.57286432160804,0.3178391959799,5.52386934673367,3.47110552763819,14.1545226130653,16.3291457286432,17.3542713567839,-816,-1.0251256281407,0,177.864626642275
2022,"山梨県",802000,89000,460000,252000,4759,1.4,11090,2875,13587,13599,233,24119,18339,0,1930,15.7,1019.5,285583,23500,44300,0.110972568578554,0.57356608478803,0.314214463840399,5.93391521197008,3.58478802992519,13.8279301745636,16.9413965087282,16.9563591022444,-12,-0.0149625935162095,0,105.240198484105
2021,"山梨県",805000,91000,463000,252000,4966,1.43,10107,2974,13924,13672,231,25751,20612,0,2168,15.7,1246,270816,23700,44600,0.11304347826087,0.575155279503106,0.31304347826087,6.16894409937888,3.6944099378882,12.5552795031056,17.2968944099379,16.983850931677,252,0.31304347826087,0,105.181447700369
2020,"山梨県",809974,91629,453633,245884,5184,1.48,9796,3182,12532,13890,233,25039,19107,0,1947,15.9,1431,290406,24000,45100,0.113125853422456,0.560058717934156,0.303570238057024,6.40020543869309,3.92852116240768,12.0942153698761,15.4721015736308,17.148698600202,-1358,-1.67659702657122,0,101.899827288428
2019,"山梨県",815000,95000,466000,250000,5193,1.44,10083,3664,12267,14620,231,24172,19834,0,2171,15.9,1168,298705,24300,45600,0.116564417177914,0.571779141104295,0.306748466257669,6.3717791411043,4.49570552147239,12.3717791411043,15.0515337423313,17.9386503067485,-2353,-2.88711656441718,0,109.458505596451
2018,"山梨県",821000,97000,473000,248000,5556,1.53,9916,3473,12351,14805,231,25024,20578,0,2172,16,1153.5,273076,24600,46000,0.118148599269184,0.576126674786845,0.302070645554202,6.7673568818514,4.23020706455542,12.0779537149817,15.0438489646772,18.0328867235079,-2454,-2.98903775883069,0,105.549616094859
