"year","prefecture","population","child_population","working_age_population","elderly_population","births","total_fertility_rate","deaths","marriages","migration_in","migration_out","nursery_facilities","nursery_capacity","nursery_children","waiting_children","childcare_workers","avg_temperature","annual_rainfall","household_consumption","residential_land_price","commercial_land_price","child_share","working_age_share","elderly_share","births_per_1000","marriages_per_1000","deaths_per_1000","migration_in_per_1000","migration_out_per_1000","net_migration","net_migration_per_1000","waiting_children_per_1000_nursery_children","childcare_workers_per_1000_nursery_children"
2023,"沖縄県",1468000,236000,882000,350000,12549,1.6,15110,6316,26410,27054,487,47874,43152,411,8386,23.8,2291.5,251222,68100,189400,0.160762942779292,0.600817438692098,0.23841961852861,8.5483651226158,4.30245231607629,10.2929155313351,17.9904632152589,18.4291553133515,-644,-0.438692098092643,9.52447163515017,194.336299592139
2022,"沖縄県",1468000,240000,884000,344000,13594,1.7,15054,6546,25668,27025,631,60093,57035,439,8778,23.7,2996.5,251735,65200,180800,0.163487738419619,0.602179836512262,0.23433242506812,9.26021798365123,4.4591280653951,10.2547683923706,17.4850136239782,18.4094005449591,-1357,-0.924386920980926,7.69702814061541,153.905496624879
2021,"沖縄県",1468000,242000,887000,339000,14535,1.8,13582,7020,25496,25013,614,59057,57108,564,8889,23.6,2485.5,228284,63700,178600,0.164850136239782,0.604223433242507,0.230926430517711,9.90122615803815,4.78201634877384,9.25204359673024,17.3678474114441,17.0388283378747,483,0.329019073569482,9.87602437486867,155.652447993276
2020,"沖縄県",1467480,243246,871154,324708,14943,1.83,12390,7376,26958,25269,606,57687,54795,1365,7991,23.8,2481,216202,62600,178300,0.16575762531687,0.59363943631259,0.221269114400196,10.1827622863685,5.02630359527898,8.44304522037779,18.3702673971707,17.2193147436422,1689,1.1509526535285,24.9110320284698,145.834473948353
2019,"沖縄県",1462000,245000,886000,322000,14902,1.82,12509,8027,26892,26726,591,54880,50444,1702,8108,23.9,2637.5,210593,59100,164900,0.167578659370725,0.606019151846785,0.220246238030096,10.1928864569083,5.49042407660739,8.55608755129959,18.3939808481532,18.2804377564979,166,0.113543091655267,33.7403853778447,160.732693680121
2018,"沖縄県",1454000,247000,888000,313000,15732,1.89,12157,7887,25564,26317,554,49798,49026,1870,7374,23.5,2469.5,226283,52900,143400,0.169876203576341,0.610729023383769,0.215268225584594,10.8198074277854,5.42434662998624,8.36107290233838,17.5818431911967,18.0997248968363,-753,-0.517881705639615,38.1430261493901,150.409986537755
